pid,label_en,label_zh,_date,object_origin,object_type_en,object_type_zh,_source,cultural_context,_collection,current_location_city,collection_num,DPM_1925_inventory_num,1925_inventory_loc,en_measurements,zh_measurements,_rights,NPMT_1983_poem_listing,image_links,pub_1,pub_2,pub_3,pub_4,pub_5,pub_6,text_title_zh,text_title_en,inscription_position,inscription_author,inscription_text_zh,inscription_text_en,Pub_Text_Chinese_Complete,西域圖志,pub_text_source,pub_text_volume,pub_text_chapter,pub_text_page,sexagenary_year,reign_year,notes_detail,text_ref,museum_catalogue,_manifest,_tags
Jade048,Ten-lobed bowl with bud-shaped handles,碧玉雙耳葵辦碗 or 十曲花耳碗,1778 or 1776,"India, 17th century",handled bowl,椀,,Mughal,DPM,,故103446,天364,乾清宮 QQG,"rim diameter: 17.7 cm, base diameter: 7.3cm, height: 8.2cm","口徑17.7、底徑7.3、
高8.2厘米",,48,,HK 2015 p122-123 pl6; p204,,,,,,詠痕都斯坦綠玉椀,On a Hindustan Green Jade Bowl,interior wall,,"分瓣呈十出，中規總一圓。 
葉翻雙耳執，朵綴兩胎卷。
翠韭為色潤，攢花承足鮮。
方諸薦明水，曾握大宛仙。(內壁）","""Ten floral petals radiate from the circular center int he middle. Leaves turn into a pair of handles decorated with curly sprouts. THe color is soft gree and the base is a beautiful flower. It must have once contained sacred water and was believed to have been held by the immortals in the far West. Imperially inscribed in in the first month of the bingshen year of Qianlong."" The inscription is following with the marks 幾暇怡情 jixia yiqing [clearing the mind after the myriad of state affairs] and 得佳趣 de jiaqu [obtaining refined enjoyment].","分瓣呈十出,中規總一圓,葉翻雙耳執,朶綴兩胎卷,翠韭爲色潤,攢花承足鮮,方諸薦明水,曾握大宛仙。 ",,《御製詩集•四集》卷五十一，頁二十，“詠痕都斯坦綠玉碗”；此詩在《御製詩集》的位置是乾隆四十三年（1778） 。,四集,卷51,頁20—21,"戊戌 according to poem placement, 丙申 incised on object",(乾隆四十三年1778年) Seal 丙申 incised is 1776,"""This piece, with its thin and even walls as well as its elegant shape, is likely to have been made in the seventeenth century, at the peak of the Mughal Empire. It entered the Qing Palace during the eighteenth century and was greatly admired by the Qianlong emperor. The imperial poem was documented...in 1778, but the inscription on this piece dates the poem to [1776]. This confusing point needs to be clarified through further research."" (HK 2015 p122)","《御製詩集•四集》卷五十一，頁二十，“詠痕都斯坦綠玉碗”；""此詩在《御製詩集》的位置是乾隆四十三年（1778)."" (HK2015 p204)",,,
Jade049,White jade cup in the shape of an eggplant,白玉茄式杯 (even though poem refers to 舀),1779,"""Qing copy"" (HK 2015 pp48-49)",cup or scoop,杯 or 水舀,,Mixed,DPM,,故103634,邨453丁702/38,,,口徑 9.7x16.5、底徑 5.5x8.1、 通高5厘米,,49,,HK 2015 p45/50/206,,,,,,詠痕都斯坦玉茄水舀,On a Hindustan Jade Scoop in the Shape of an Eggplant,interior wall,,"一握垂垂似白茄，根猶帶葉背依花。
蜀人謾訝以為藕，齊相休稱不削瓜。
冬日飲湯夏飲水，撫之無跡視無瑕。
幾廻吟詠還增愧，毀匵難閑典守邪。（內壁）",,"一握埀埀似白茄,根猶帶葉背依花.蜀人謾訝以為藕,齊相休稱不削𤓰.冬日飲湯夏日水,撫之無跡視無瑕.㡬迴吟詠還増愧,毁匵難閑典守邪.(回疆辦事大臣間,有以亷俸所餘購.得痕都斯坦玉噐呈進者乃髙樸至葉爾羌藉此為由.向回人短價購覔或强索而不給值種種苦累回衆無.不嗟怨㡬至激變且交通奸商盗竊官玉.運至内地私售贓逾鉅萬實為罪不容誅.) ",,御製詩,四集,卷55,頁23b—24a,己亥,(乾隆四十四年1779年),,https://ctext.org/library.pl?if=gb&file=56359&page=106,"Poem; see also https://www.kanripo.org/text/KR4f0005/333 [333-23a] But the actual printed page is https://www.kanripo.org/text/KR4f0005/336#1a from [336-10b]&[336-11a]. The character is originally printed ""日"" instead of ""饮""",,
Jade050,,,1779,,ladle,水舀,,,,,,,,,,,50,,,,,,,,詠痕都斯坦玉蛤蜊水舀,,,,"形如蚌殼乃圓其,作器宛資挹注茲,漢史畧殊真臘獻,說符却似宋人爲,毫芒繁澤輕於葉,背面渾成腴若脂,設擬方諸取明水,由來與月共盈虧。 ",,"形如蚌殼乃圓其,作器宛資挹注茲,漢史畧殊真臘獻,說符却似宋人爲,毫芒繁澤輕於葉,背面渾成腴若脂,設擬方諸取明水,由來與月共盈虧。 ",,御製詩,四集,卷60,頁1—2,己亥,(乾隆四十四年1779年) ,,https://ctext.org/library.pl?if=gb&file=94052&page=4,,,
Jade051,Ibex-headed carved jade cup,,1779,Mughal (1660-1680),cup,瓢,,Mughal,Private (formerly Al Thani collection),,"Sold Christie's New York, Sale 17464, 19 June 2019, Lot 295",,,3 ¼ ins. (8.4 cm.) across,,,51,Press images for San Francisco 2018 exhib: https://photos.app.goo.gl/pV9besHSTH9SpQH66,"Forsyth and McElney 1994, p.413, no.350","Five Al Thani Collection exhibitions: The Miho Museum, Koka 2016, pp.48-49, no.23
Grand Palais, Paris 2017, p.88, no.57
The Doge’s Palace, Venice 2017, p.109, no.59
The Palace Museum, Beijing 2018, pp.128-29, no.62
de Young Legion of Honor, San Francisco 2018, p. 68, no. 16",,,,,痕都斯坦玉羊頭瓜瓣瓢歌,,Interior,,"鹿台嘉產來遐顾,彼中良工細彫鎪,式異漢盃及商卣,瓢飲一具琢美球,瓜分數瓣花葉浮,曲柄迴顧爲羊頭,匪美所思用意周,其脂非遠其性柔,東陵關內伊誰侯。 ","""The good property in Lutai (Deer Terrace Pavilion) comes from distant lands where this cup was carefully carved and pierced by fine artisans. The design is different from those cups of the Han dynasty as well as from vessels of the Shang. This ladle-cup is carved from exquisite jade. The gourd has many lobes, and flowers as well as leaves are shown. The crooked handle is turned around to resemble a ram’s head. [This design] is fantastic and the concept behind it is comprehensive. The smoothness makes it easy to get close to and the nature is soft. Neither the Dongling [jade - aventurine quartz] nor the [jade from] Guannei is comparable. Imperially composed in the jihai year of the Qianlong reign [1779, the 44th year of the Qianlong reign]. Qianlong Emperor (r.1735-1796, d.1799)"" Source","鹿台嘉產來遐陬,彼中良工細彫鎪,式異漢盃及商卣,瓢飲一具琢美球,瓜分數瓣花葉浮,曲柄迴顧爲羊頭,匪夷所思用意周,其脂非遠其性柔,東陵關內伊誰侯。 ",,御製詩,四集,卷64,頁14,己亥,(乾隆四十四年1779年) ,,https://ctext.org/library.pl?if=gb&file=56363&page=29,,,
Jade052,,,1780,,bowl,詠痕都斯坦花瓣椀,,,,,,,,,,,52,,,,,,,,詠痕都斯坦花瓣椀,,,,"罽賓巧彫刻,其地近痕都,製椀圓而楕, 撫形有若無,開花自分瓣,綴葉更承趺,宜贈青蓮李,蘭陵琥珀沽。 ",,"罽賓巧彫刻,其地近痕都,製椀圓而楕, 撫形有若無,開花自分瓣,綴葉更承趺,宜贈青蓮李,蘭陵琥珀沽。 ",,御製詩,四集,卷75,頁10,庚子,(乾隆四十五年1780年),,https://ctext.org/library.pl?if=gb&file=56483&page=20,,,
Jade053,Large round white jade bowl (Taipei 1983) Bowl in the style of a four-petal flower (2007),白玉大圓碗 (Taipei 1983) 四瓣花式碗 (Taipei 2007),1781,Mughal,bowl,碗,,Mughal,NPMT,,古玉0735, 爲499.73,咸福宮 XFG,"Rim diameter 25.2cm, base diameter 16cm, height 6.8cm, body wall thickness one-third below rim 0.32cm",,,53,,Taipei 1983 pp130-131 pl3,Taipei 2007 pp57/242 cat045,,,,,詠痕都斯坦盈尺椀十二韻 ,"""Twelve Verses on a Foot-Sized Hindustan Bowl""",Inner wall,,"度尺盈周尺,貢珍果國珍,潜光煥山澤,垂棘暎星辰,美質出龍首,良工造罽賓,流離傳漢史,琬琰賦唐人,徑一繩引直,圍三規中循,釘心含蕚簇,分瓣布英匀,列宿都拱北,四時原始春,雨風占異好, 尊斝可同陳,背面胥環抱,英華復樸淳,人工天巧奪,理寓器呈恂,脂白鮮他比,水圓切已頻,如何不脛者,萬里此重轃。 ",,"度尺盈周尺,貢珍果國珍,潜光煥山澤,垂棘暎星辰,美質出龍首,良工造罽賓,流離傳漢史,琬琰賦唐人,徑一繩引直,圍三規中(去聲)循,釘心含蕚簇,分瓣布英匀,列宿都拱北,四時原始春(是椀分四大瓣,又各爲七小瓣,如二十八宿也),雨風占異好, 尊斝可同陳,背面胥環抱,英華復樸淳,人工天巧奪,理寓器呈恂,脂白鮮他比,水圓切已頻,如何不脛者,萬里此重轃。 ",,御製詩,四集,卷77,頁5—6,辛丑,(乾隆四十六年1781年),"此詩加琢於該玉椀之器心,藏於本院,品號爲四九九73,圖版参,插圖44。 See also notes for Jade056 on a nearly identical but slightly smaller bowl, incised with a somewhat similar poem.",https://ctext.org/library.pl?if=gb&file=56483&page=112,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=51154,https://sarahrider.github.io/self-manifests/manifests/Largeroundwhitejadebowl,
Jade054,White jade bowl with two handles (1983) Jade bowl with two bud-shaped handles (2007) white jade bowl with two handles (online cat),"白玉雙耳碗 (1983) 平口花蕾形雙柄碗 (2007, online cat)",1781,Mughal,bowl with handles,痕都斯坦白玉椀,,Mughal,NPMT,,古玉1863,呂640.7,養心殿 YXD,"Length 18.6cm, diameter 16.7cm, diameter at base 8.05cm, height 7.8 cm, body wall thickness one-third below rim 0.16cm",,NPMT CC-BY-4.0,54,https://theme.npm.edu.tw/opendata/DigitImageSets.aspx?sNo=04010303,Taipei 1983 pp142-143 pl9,Taipei 2007 pp60/243 cat049,,,,,痕都斯坦白玉椀,,Outer wall,,"珍含鼂采,琢將兩珥生花,喻擬晚香,捧出一函瑩雪,工精水磨,製撞痕都,比朗暎於冰壺,借新彫於楮葉,鑑存非寶,詠以代銘。

印度良工夥,水磨佳法存,羊脂標質潤,菊瓣簇英翻,未似楮爲久,還無斧鑿痕,水圓如借喻,聚好愧難言。 ",,"(序)珍含鼂采,琢將兩珥生花,喻擬晚香,捧出一函瑩雪,工精水磨,製撞痕都,比朗暎於冰壺,借新彫於楮葉,鑑存非寶,詠以代銘。

印度良工夥(華言印度即譯痕都二字,成文蓋已久矣),水磨(平聲)佳法存(彼處用水磨磨玉, 工省而製精),羊脂標質潤,菊瓣簇英翻,未似楮爲久,還無斧鑿痕,水圓如借喻,聚好(去聲)愧難言。 ",,此詩御製詩,四集,卷77,頁19,辛丑,(乾隆四十六年1781年),"但未載詩序,當爲編修者所遺漏。然此詩序與詩,均加琢於該玉碗之器表,藏於本院,品號呂六四07,圖版玖,插圖45。 ",https://ctext.org/library.pl?if=gb&file=56483&page=138,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=52282,,
Jade055,,,1781,,jar,詠痕都斯坦白玉益壽壺,,,,,,,,,,,55,,,,,,,,詠痕都斯坦白玉益壽壺,,,,"菊泉益壽傳佳話,孰謂痕都識琢鎪,中國久經聲教訖,殊方應許寶珍售,擎如無物思難措,撫實有華手不留,雙朶翻垂作嘉鋬,畧如述古伴周卣。 ",,"菊泉益壽傳佳話,孰謂痕都識琢鎪,中國久經聲教訖,殊方應許寶珍售,擎如無物思難措,撫實有華手不留,雙朶翻垂作嘉鋬,畧如述古伴周卣。 ",,御製詩,四集,卷78,頁21,辛丑,(乾隆四十六年1781年),,https://ctext.org/library.pl?if=gb&file=56484&page=42,,,
Jade056,"White jade floral form bowl (HK2015 says lobed, but that isn't specific enough",白玉花瓣碗,1782,India,bowl,花瓣碗,,Mughal,DPM,,故103631,呂3410.7,養心殿 YXD,"rim diameter: 23.7cm, base diameter: 14.7cm, height: 5.5cm",口徑23.7 、底徑14.7、高5.5厘米,,56,,HK 2015 p43/48/205,Hebei 1993 pl64,,,,,詠痕都斯坦盈尺椀疊辛丑舊作韻 ,"""On a Foot-Sized [盈尺椀] Hindustan Bowl in Rhyme with an Old Poem written in the Xinchou Year"" [KK: consider translating 盈尺椀 differently?]",Outer wall,,"廊廟自有寳，端惟席上珍。弼予糾愆謬，贊化協星辰。
詎曰諸言備，甯誇萬國賓。何來盈尺碗，製自遠瀛人。
豐劍依前偶，合珠聯舊循。宿分廿八妥，位占四方勻。
妙理未聞古，鴻工總發春。璿璣調橐錀，玉律代新陳。
鼂彩英而素，葆光麗且淳。對增心穆穆，仰似德恂恂。
欲詠仍慚迭，言捐乂惜頻。不招還不拒，商賈任其轃。 (外壁）",,"(序)彫將雲葉,截肪宛爾成雙,製自月邦,合璧依然盈尺,聯宿則躔分四舍,數應天星,含章而美合前春,豐徵德產,庶符嘉谷之庇,端宜前席之珍,載葉新韶,爰賡舊韻。Poem: 廊廟自有寶,端惟席上珍,弼予糾or紏愆謬,賛化協星辰,詎曰諸員備,寧誇萬國賓,何來盈尺椀,製自遠瀛人,豐劒依前偶,合珠聯舊循,宿分廿八妥,位佔四方勻(辛丑所得玉碗,凡四大瓣又各爲七小瓣,如四方二十八宿,各按方位,是碗亦如之),妙理未聞古,鴻工總發春,璿璣調槖籥,玉律代新陳,鼂彩英而素,葆光麗且淳,對增心穆穆,仰似德恂恂,欲詠仍慚叠,言捐又惜頻,不招還不拒,商賈任其車轃。 ",,御製詩,四集,卷85,頁7-8,壬寅,(乾隆四十七年1782年) ,"HK 2015 p48 ""This bowl is almost identical to the [NPMT] four-lobed bowl in the shape of a flower (古玉0735, Jade053)...but it is smaller than its Taipei cousin. The bowl held in the Taipei museum came to the palace in the 46th year of QL [1781] and the emperor compsode a poem titled ""Twelve Verses on a Foot-Sized Hindustan Bowl.""",Preface and Poem; see also here,,,
Jade057,,,1782,,ladle,詠痕都斯坦綠玉瓜瓣水舀,,,,,,,,,,,57,,,,,,,,詠痕都斯坦綠玉瓜瓣水舀,,,,"瓜皮色已奇,瓜瓣製猶宜,彼此殊難辨,幻真因可思,靈川應未畫(錢選有畫瓜圖)若水却成詩,豈弟思君子,嘉哉挹注茲。 ",,"瓜皮色已奇,瓜瓣製猶宜,彼此殊難辨,幻真因可思,靈川應未畫(錢選有畫瓜圖)若水却成詩,豈弟思君子,嘉哉挹注茲。 ",,御製詩,四集,卷92,頁35,壬寅,(乾隆四十七年1782年) ,,https://ctext.org/library.pl?if=gb&file=56490&page=67,,,
Jade058,,,1783,,bowl,詠痕都斯坦椀八韻 ,,,,,,,,,,,58,,,,,,,,詠痕都斯坦椀八韻 ,,,,"材稱峚嶺精璆,萬里來遐,製出天方珍椀,幾番形詠,焕雲腴而比潤,經水磨以呈奇,葉抱全規,花縈雙耳,輕如蟬翅,技傳刻楮,鏤冰凝似羊脂,巧現心葩意蕊,祥徵益壽,詎惟貴比,連城慶洽宜春,復爾韻成五字。

又詠痕都碗,珍斯愧在斯,雙寧祗稱珏,圓實中於規,泰冒泰濛出,磨砂磨水治,精難措其手,妙己過乎思,薄訝蟬無翼,腴真羱有脂,上葩下葉擁,左珥右璫垂,大白殊史句,盂方異子辭,題成襲而置,笑此屬何爲。 ",,"(序)材稱峚嶺精璆,萬里來遐,製出天方珍椀,幾番形詠,焕雲腴而比潤,經水磨以呈奇,葉抱全規,花縈雙耳,輕如蟬翅,技傳刻楮,鏤冰凝似羊脂,巧現心葩意蕊,祥徵益壽,詎惟貴比,連城慶洽宜春,復爾韻成五字。

又詠痕都碗,珍斯愧在斯,雙寧祗稱珏,圓實中(去聲)於規,泰冒泰濛出,磨砂磨水治,精難措其手,妙己過乎思,薄訝蟬無翼,腴真羱有脂,上葩下葉擁,左珥右璫垂,大白殊史句,盂方異子辭,題成襲而置,笑此屬何爲。 ",,御製詩,四集,卷93,頁7—8,癸卯,(乾隆四十八年1783年), ,https://ctext.org/library.pl?if=gb&file=56490&page=86,,,
Jade059,Inscribed white jade jar from the Emperor Qianlong Collection,NA,1783,"India (cat says North India, around Agra)",jar,罐 ,,Mughal,DMIA,,NEED - not in BB catalogue,,,length: 14cm,,,59,,BB pp72-75,"Lot Essay for Christie's London 12 November 2002, Sale 6637, Lot 54 (Sold GBP 391,650)",,,,,再詠痕都斯坦玉罐 ,Further Praise for a Hindustan Jade Jar,Exterior body,,"月邦製巧,祥花載詠承趺,水磨工良,瑞朶新瑩環耳,驗雲腴於鏤楮,外潤中虛, 騰寶氣於連城,掩瑕呈美,比象則輝聯瓚卣,拈吟則喻叶盤盂,偶獲雙珍,重摛五字。                 巧製出痕都，質高工更殊。白非碧玉碗，光鄙水晶盂。瑞朶翻爲耳，祥花團簇跌。微瑕原非玷，掩有却如無。外潤德含被，中虛義具孚。聯翩致珍玩，題句祇慙吾。 ","BB p74 ""Made ingeniously in Hindustan, the auspicious flower at the foot carries  praises; the water-abrasion technique is excellent, the ring-handles are made with fresh and translucent buds of good fortune. From its fine carving one can see the shimmering of Yunyu (a legendary Daoist elixir of immortality), it is lustrous without and modesly hollow within; its precious pneuma surpasses that of the Liangcheng (a famous jade disc), its striations concealed to complete its beauty. Making comparisons its brilliance can be likened to the archaice jade goblets; in praising it with poetry one thinks of the ancient panyu dishes (dishes on which the sages and kings of the past inscribed their meritorious deeds), coincidentally I obtained these two treasures (probably refers to the fact that Qianlong acquired two precious vessels at the same time), again I compoe a five-character poem: Ingeniously made in Hindustan/the quality (of the jade) is high, and the/craftsmanship even more superb. White, unlike a green jadeite bowl,/Its luster makes a crystal vessel appear dull./Buds of good omen are formed into ear-handles,/Auspicious flowers are gathered as the foot./Minute striations are not flaws,/Their existence is concealed, is if they are naught./The gentleness of its exterior contains virtue,/The hollowness of its interior includes trustworthiness./Paragraph after paragraph I devote to this treasured vessel, / Inscribing these words I feel only humbled. Imperially inscribed in the Spring of the Qianlong guimao year (AD 1783)."" Alternate translation from Christie's: ""'Made ingeniously in Hindustan, the auspicious flower as the foot carries praises; the water-abrasion technique is excellent*, the ring- handles are made with fresh and translucent buds of good fortune. From its fine carving one can see the shimmering of Yunyu**, it is lustrous without and modestly hollow within; its precious pneuma surpasses that of the Liancheng***, its striations concealed to complete its beauty. Making comparisons its brilliance can be likened to the archaic jade goblets; in praising it with poetry one thinks of the ancient panyu dishes****, coincidently I obtained these two treasures*****, again I compose a five-character poem:

Ingeniously made in Hindustan
The quality [of the jade] is high, and the craftsmanship even more superb.
White, unlike a green jadeite bowl,
Its lustre makes a crystal vessel appear dull.
Buds of good omen are formed into ear-handles,
Auspicious flowers are gathered as the foot.
Minute striations are not flaws,
Their existence is concealed, as if they are naught.
The gentleness of its exterior contains virtue,
The hollowness of its interior includes trustworthiness.
Paragraph after paragraph I devote to this treasured vessel,
Inscribing these words I feel only humbled.

Imperially inscribed in the Spring of the Qianlong guimao year [AD 1783].

*The Qianlong Emperor mistakenly believed that unlike Chinese lapidaries, the Indian craftsman used no abrasives, only water to work the jade.
**Yunyu is the name of a legendary elixir of immortality mentioned in the Daoist manual, Yunji Qiqian
***Liancheng is the other name for the ancient jade disc, Heshibi, belonging to the Duke of Zhao in the Warring States period, for which the Duke of Qin offered him fifteen towns.
****The ancient panyu were dishes on which the sages and kings of the past inscribed their meritorious deeds.
*****The two treasures probably refer to the fact that Qianlong acquired two precious vessels at the same time, and had therefore previously composed a poem in their praise. In the Qing Gaozong Yuzhi Shiwen Siji where the current inscription is published, the previous inscription, which also contains a five-character poem and dates to the same year, is entitled, In Praise of a Hindustan Bowl.'""","(序)月邦製巧,祥花載詠承趺,水磨工良,瑞朶新瑩環耳,驗雲腴於鏤楮,外潤中虛, 騰寶氣於連城,掩瑕呈美,比象則輝聯瓚卣,拈吟則喻叶盤盂,偶獲雙珍,重摛五字。 

巧製出痕都,質高工更殊,白非碧玉碗,光鄙水晶盂,瑞朶翻爲耳,祥花團簇跌,微瑕原非玷,掩有却如無(玉微紋裂者爲瑕,微點污者爲玷,是器有微瑕而無玷,工人製葉,順其紋而不顯,非細觀並不知其有微瑕,亦精絕矣),外潤德含被,中虛義具孚,聯翩致珍玩,題句祇慙吾。 ",,御製詩,四集,卷94,頁26—27,癸卯,(乾隆四十八年1783年),,preface and poem,,,
Jade060,,,1783,,cup,詠痕都斯坦水盂,,,,,,,,,,,60,,Lot essay,Additional sale cat material,,,,,詠痕都斯坦水盂,,,,"連蒂瓜爲盛水盂,柄如曲項肖鵝顱,于思豈讀右軍傳,解助墨池筆陣圖。 ",,"連蒂瓜爲盛水盂,柄如曲項肖鵝顱,于思豈讀右軍傳,解助墨池筆陣圖。 ",,御製詩,四集,卷97,頁27,癸卯,(乾隆四十八年1783年) ,,https://ctext.org/library.pl?if=gb&file=56492&page=113,,,
Jade061,,,1785,,pot,詠痕都斯坦祥花罐 ,,,,,,,,,,,61,,,,,,,,詠痕都斯坦祥花罐 ,,,,"祥花浥露,千年土銹凝鮮,良玉如脂,一掬水磨含韞,驗豐徵於德產,寶氣浮筠, 創巧製於天方,神工刻葉,嗣杯盤而託詠,繋瓚卣以同稱,美踵前珍,吟裁六韻。 

天方出水磨,崑玉入金鐫,刻楮半分薄,中規一握圓,具當還具蓋,工鬼更工仙,撫不留手蹟,精惟用意專,葉疑風動裊,花想露承鮮,土浸微存銹,彼經千百年。 ",,"祥花浥露,千年土銹凝鮮,良玉如脂,一掬水磨含韞,驗豐徵於德產,寶氣浮筠, 創巧製於天方,神工刻葉,嗣杯盤而託詠,繋瓚卣以同稱,美踵前珍,吟裁六韻。 

天方出水磨,崑玉入金鐫,刻楮半分薄,中規一握圓,具當還具蓋,工鬼更工仙,撫不留手蹟,精惟用意專,葉疑風動裊,花想露承鮮,土浸微存銹,彼經千百年。 ",,御製詩,五集,卷18,頁29—30,乙巳,(乾隆五十年1785年),,https://ctext.org/library.pl?if=gb&file=56713&page=58,,,
Jade062,White jade bowl inlaid with gold wires and red stones,白玉嵌金絲寳石碗,1786,"HK 2015 p48 places it in Qing Copies section, but notes ""its exact place of origin awaits further research""",bowl,嵌金絲寳石碗,,pseudo-Mughal,DPM,,故103943,調154.55丁576/37,鍾粹宮ZCG,"rim diameter: 14.1cm, base diameter: 7cm, height: 4.8cm","口徑14.1、底徑7、
高4.8厘米",,62,,HK 2015 p44/49/206,,,,,,詠和闐白玉椀,On a Khotan White Jade Bowl,interior wall,,"酪漿煮牛乳，玉碗擬羊脂。御殿威儀贊，賜茶恩惠施。 
子雍曾有譽，鴻漸未容知。論彼雖清矣，方斯不中之。 
巨材實艱致，良匠命精追。讀史浮大白，戒甘我弗為。（內壁）",,"酪漿煮牛乳(即奶茶,國家典禮,御殿則賜茶,所以示惠聯情也,按奶茶即酪,說文:酪,乳漿也。釋名:酪,澤也。乳作汁,所以使人肥澤也。),玉椀擬羊脂,御殿威儀賛,賜茶恩惠施,子雍曾有譽(王肅酪奴事),鴻漸未容知(陸羽煮茗),論彼雖清矣(謂陸),方斯不中(去聲)之(謂王即用其語),巨材實艱致,良匠命精追(音堆,詩云:追琢其章)讀史浮大白(用蘇東坡事,大白或亦玉椀耳,蓋玉碗用以盛酒則可,於茗飲則弗倫),戒甘我弗爲。 ",,御製詩,五集,卷23,頁8,丙午,(乾隆五十一年1786年),"此詩加琢於該玉碗外壁,藏於北平故宮博物院。插圖26。 ",Poem,,,
Jade063,,,1788,,cup,詠痕都斯坦海棠式玉盃 ,,,,,,,,,,,63,,,,,,,,詠痕都斯坦海棠式玉盃 ,,,,"痕都水磨工,精巧信難窮,產自崑崙衍,鬻今京國通,薄過刻片楮,輕喩舉毛鴻,尤物可辭詠,詠還滋愧衷。 ",,"痕都水磨(去聲)工,精巧信難窮,產自崑崙衍(痕都斯坦葱嶺外之大國,在葉爾羌疆外西南千餘里,其山脈亦衍自崑崙,地多巧匠,水磨製玉尤爲精妙),鬻今京國通,薄過刻片楮,輕喩舉毛鴻,尤物可辭詠,詠還滋愧衷。 ",,御製詩,五集,卷36,頁2,戊申,(乾隆五十三年1788年) ,,https://ctext.org/library.pl?if=gb&file=56755&page=77,,,
Jade064,,,1789,,ewer,詠痕都斯坦花玉匜,,,,,,,,,,,64,,,,,,,,詠痕都斯坦花玉匜,On a Hindustan Jade Ewer,,,"(序)質擅山輝,工成水磨,附攢萼疊酈泉益壽之花,鋬曲流長周家永祜之製,致潔用宜注水,迎年得兆乞漿,萬里譯重,世賢銘代。 

奇製天方器,雅同周代匜,四環可提繫,一鋬稱攜持,撫外影瞻內,花擎葉反披,密無鐫泐處,簡詠五言詩。 ",QL comments on formal resemblance to Shang/Zhou bronze yi-form 匜 (ewer),"質擅山輝,工成水磨,附攢萼疊酈泉益壽之花,鋬曲流長周家永祜之製,致潔用宜注水,迎年得兆乞漿,萬里譯重,世賢銘代。 

奇製天方器,雅同周代匜,四環可提繫,一鋬稱(去聲)攜持,撫外影瞻內(言其簿),花擎葉反披(言其式),密無鐫泐處,簡詠五言詩。 ",,御製詩,五集,卷47,頁29,己酉,(乾隆五十四年1789年),,https://ctext.org/library.pl?if=gb&file=56837&page=58,,,
Jade065,Green jade bowl with two handles (1983) Flower-shaped bowl with two bud-shaped handles (2007) Green jade bowl with two handles (cat web),"碧玉雙耳碗 (1983) 花口花蕾形雙柄碗 (2007, cat web)",1789,Mughal,bowl with handles,詠痕都斯坦綠玉椀,,Mughal,NPMT,,古玉  1665,金1604.4,永壽宮 YSG,"Rim diameter 12cm, width including handles 16cm, base diameter 6.2cm, height 3.9cm, bodywall thickness one-third below rim 0.1cm, relief decor thickness 0.15cm ",,,65,,Taipei 1983 pp144-145 pl10,Taipei 2007 pp71/245 pl062,,,,,詠痕都斯坦綠玉椀,,Inner wall,,"谈以水方濃以韭,淡濃之際暈交并,雙重作蒂如含果,六出爲花不離瓊,豐殺莖柯從節度,毫芒不鄂悉分明,專諸巷裏精工者,三舍眞當退避行。 ",,"谈以水方濃以韭,淡濃之際暈交并,雙重作蒂如含果,六出爲花不離(去聲)瓊,豐殺(去聲)莖柯從節度,毫芒不(平聲)鄂悉分明,專諸巷裏精工者(蘇州專諸巷出玉工,較痕都水磨所爲遠不及),三舍眞當退避行。 ",,御製詩,五集,卷48,頁4,己酉,(乾隆五十四年1789年),"此詩加琢於該玉碗之器表, 藏於本院,品號金一六0四4,圖版拾,插圖46。 ",https://ctext.org/library.pl?if=gb&file=56837&page=70,http://antiquities.npm.gov.tw/Utensils_Page.aspx?ItemId=52084,,
Jade066,,,1791,,bowl,詠痕都斯坦玉椀,,,,,,,,,,,66,,,,,,,,詠痕都斯坦玉椀,,,,"水磨痕都製異常,原從規以得圓匡,一輪湧作虛中朗,百瓣分披向外香,兩耳擎來花葉具,雙環垂出淨娟光,卅年前鮮見尤物,幸處仍兼愧不當。 ",,"水磨痕都製異常(痕都斯坦玉工用水磨治玉,工省而製作精巧,迥非姑蘇玉匠所及),原從規以得圓匡,一輪湧作虛中朗,百瓣分披向外香,兩耳擎來花葉具,雙環垂出淨娟光,卌年前鮮見尤物(痕都斯坦更在拔達克山西南,自己卯平定回部後,彼處商人時持玉器來回疆售賣,始間有購得呈進者,蓋四十年前所無之物也),幸處仍兼愧不當。 ",,御製詩,五集,卷63,頁11b—12a,辛亥,(乾隆五十六年1791年) ,,https://ctext.org/library.pl?if=gb&file=56860&page=23,,,
